"","V1","V2","V3","V4","V5","V6"
"1",1.78395911050333,2.0942319591732,1.71085818372679,1.01321263910597,3.23478260622953,1.15413530341858
"2",2.54674759771792,1.67040819998515,1.89609386539626,1.72532761665218,0.67235751317137,2.23867515066523
"3",3.13857562118434,1.383697247008,3.21506180520456,1.8531683861412,3.94838215582482,0.395843067275544
"4",0.838203032697016,2.41895364159765,2.69837313891695,0.65770843181679,3.8712750275811,1.97545554599329
"5",2.35821894019538,1.5620528839987,2.8414839332061,1.65418082719173,0.999163098245403,2.13257218296735
"6",2.59838721981919,1.38831752995039,2.33013343838456,2.73969295817037,2.02781852601568,0.285825304853586
"7",1.83948525954854,1.49541774066244,2.51098897650974,0.891778279240676,3.02987265451051,1.51024781921593
"8",2.2548969559217,0.83648886991984,2.22175807095177,1.75837843735558,0.844950528897305,3.20459238862148
"9",2.83217798917223,2.04575871207483,2.93623104680222,2.05284954320939,2.00730096639408,-0.321638355217524
"10",1.8921143075294,2.57289324645079,3.05603674064124,0.969716592198895,2.20258789595896,1.46032949149786
"11",2.38707804116091,1.02860012438196,3.54946918920003,2.04727120545189,0.0645692574201883,2.16188079784651
"12",1.94660793032742,2.43290399670534,1.79515807559699,3.06836833609708,0.765779770467847,-0.723417581032188
"13",0.854548540048885,2.33223105744113,2.48691366487669,0.975819002154876,1.87269309909584,0.653003595150405
"14",1.68817067250181,0.581509408470962,2.38873780579808,1.74378045469327,0.294484365574688,1.79519567626606
"15",2.65351011106808,1.58371458568694,1.27245626885589,2.10212921858787,1.3631128734497,-0.335615471986575
"16",0.724629619018622,2.52986657549743,2.31506156901141,0.782972817257096,1.71050960714596,1.42288196930225
"17",1.81409070323969,0.976457265982427,3.85447140375289,1.72601219237973,0.813190215690865,2.14154534009114
"18",2.06856731116848,1.74390292346864,0.45539499621024,2.76472519985268,1.53266993620794,0.486110236304365
"19",0.654703441152533,1.94007992786549,1.67097585230295,0.612255559901452,2.40703282592849,1.78810609322656
"20",1.39195188517213,0.998444338423552,2.27191623200582,1.62411568915176,0.892321064873744,3.07596101378455
"21",2.35343062209487,1.77529625815124,2.40711632500297,2.08329445629802,1.82943853783239,0.53512084588409
"22",1.13792604118228,2.43357574975981,2.51971454989806,0.799456190255948,2.01247065252801,1.82362818057281
"23",1.73161984423456,0.672799279791125,3.05768474851637,1.49981772445498,1.21384085022018,2.13486107856501
"24",1.67403666559387,1.87000026780904,2.35512877348129,2.44338185965509,3.04132719897551,0.795106502600653
"25",1.30333379358725,2.15632651145858,2.23615564060483,1.18857707104082,3.34755098290279,1.68927022595837
"26",1.93518456576071,0.203679798221875,2.06332968462299,1.76557700163472,0.330299391343336,2.62384346115778
"27",3.70480641560731,1.48182961326756,0.72919362409401,1.96386525312529,3.32895531865601,0.758381715981097
"28",-0.00360784869350824,2.22344927885145,1.84362197353654,0.171512372296704,3.56933943521727,1.77722996954915
"29",0.822501058491197,0.0861558792010561,2.72447876127156,2.27950970380693,-0.358415561546873,2.15361507986627
"30",1.71314662408747,2.04624929967278,1.29544417742048,3.45281868413252,0.576864372223497,-0.828394282447181
"31",-0.549030488963731,2.67806968904515,2.13107656036061,-0.570696587442798,0.943908943070199,0.754554061095301
"32",0.594878065387881,0.785954251613522,2.05200706461209,2.45007578117562,1.50584033271589,2.50013048617765
"33",2.10874410977605,2.30361239926922,0.891534215309002,2.74221938938433,2.32371847401161,-0.159648433676153
"34",0.767430527204971,2.73817116982046,1.91677907404724,-0.00432837292773749,1.86701551181056,1.3404909048261
"35",1.3631285527409,1.03906120122231,2.90972457086924,1.20638906812203,0.151135386941223,1.92355753965157
"36",1.43302030713514,2.7345556745552,1.15939760314322,2.06943105854553,1.39821992544916,-0.35811430613008
"37",0.61486852546293,2.65200397754684,2.01390433168341,-0.455061816342012,2.45808016084461,1.57895042979161
"38",1.22538077259456,0.506389394911987,2.17912007289305,1.63774986733264,1.24129531162064,3.29203035695312
"39",2.23420163486572,1.59728249786425,2.97310802902126,1.90164019471521,1.50739770628245,-1.25743924170707
"40",0.675644683852078,2.13338082435831,3.01719033217843,1.11523139808224,1.61236327804064,1.37245226270152
"41",1.37340333257192,0.70800611962496,3.91725926156723,1.84049245096455,1.311600259672,2.39197344241916
"42",1.90618595438953,2.34812026390501,2.1462739784221,2.87115678647864,2.24472903484705,-0.765139798727059
"43",0.379913784521696,2.53103042220499,1.88649332095024,0.43198792645033,3.15918482471553,0.436242519303153
"44",1.1850915149568,0.26600599244068,1.70570628987182,1.78739011498599,0.400310808607435,1.43174554831612
"45",2.4826688680134,1.4077839745476,2.93454724403312,2.25835428130931,1.89165428947314,0.737771050282688
