1.836730696,2.196647987,3.600738053,0.809055668,2.556024215,0.805653515
2.457572782,1.323172733,3.334040633,1.735408888,0.893846972,1.816565464
3.422492459,1.937138737,3.106804407,1.932203481,1.8001634,0.030344031
2.093296616,3.005473712,3.065029557,0.545361255,1.986830762,1.090577927
2.755948801,1.444287154,4.048776233,1.478238514,0.471373962,1.455402683
2.682164375,2.264045481,2.800846584,2.496130927,1.73894457,-0.675932108
1.883591805,2.302916842,3.39383377,0.823317969,2.754238051,0.976838697
2.329338559,0.937363532,3.162499987,1.759770452,1.112454721,1.90419912
3.360121861,1.820339393,2.705810193,1.952859174,2.010585106,0.156376893
1.906912745,2.886005481,3.095815574,0.348895371,2.147686557,1.166134347
2.643125016,1.205082708,4.14650665,1.639501602,0.099866631,1.513775008
2.612035273,2.120549898,2.928236227,2.648078031,1.182267221,-1.036062983
1.409197012,2.20928142,3.442644351,1.002451433,2.211391547,0.140162542
2.048906394,1.111235277,3.189953679,1.869459506,0.527972652,1.110751287
3.09260522,1.956143999,2.581179063,2.050513339,1.467257762,-0.864159127
1.648445908,2.967657721,3.046144018,1.16733104,1.711338489,0.385881988
2.388158284,1.524183773,4.048236845,1.896644281,-0.888503871,0.913080131
2.437172601,2.276182754,2.830942729,2.885639922,0.430464002,-0.364961744
0.928442215,2.35778484,3.398539887,1.369203549,1.418772266,1.124502288
1.722977169,0.630740219,3.179670591,2.157825085,-0.521376541,2.129639539
2.792188153,1.454947435,2.412759162,2.225335166,0.675787494,0.427949929
1.171253591,2.502774668,2.854019881,0.495954442,1.110493875,1.3876793
2.042624338,0.824981046,3.88942913,1.347117517,0.379617938,1.659503532
2.18440296,1.741798852,2.578571674,2.342578963,1.52970347,-0.432673193
0.614174887,1.94809862,3.189805391,0.769673014,2.568466525,0.912773241
1.539010802,0.144346062,2.975923086,1.647534174,0.908073975,1.929860411
2.541998849,1.094997302,2.392454186,1.911531415,1.787059999,0.156885294
0.953153022,2.120117117,2.655146524,0.243675028,1.993695243,1.176163349
1.832705785,0.344252262,3.619911898,1.169712183,0.810910769,1.507484298
1.990847251,1.385779673,2.293656984,2.217279136,1.701658828,-0.651368733
-0.277132646,1.646730547,2.979478467,0.50702014,2.751243702,0.40528679
0.746809715,0.478986084,2.840608544,1.451652466,1.163704531,1.447076062
1.761252967,1.373064699,2.139918982,1.735709737,2.025406235,-0.517953148
-0.071043084,2.430801095,2.374769846,-0.011536051,2.173298322,0.662885344
1.041001856,0.722469553,3.395926828,0.907140881,1.622723419,1.131583005
1.399423706,1.682106502,2.000232423,1.893056495,2.14039487,-0.442486232
0.136967063,1.914299307,2.661450969,0.152814813,3.202955588,0.514523965
1.125638206,0.654427581,2.616988126,1.167460845,1.694294191,1.511382268
2.146840678,1.458894843,2.944639002,1.519687955,2.483188489,-0.396376118
0.359373572,2.481937772,3.286936164,0.405275114,2.469697817,0.791395982
1.377245061,0.84764135,4.342264724,1.25920248,2.132489946,1.226919515
1.69636531,1.767907943,3.085398647,2.281374854,3.006576907,-0.530980352
-0.15125026,1.946715806,3.642933513,0.591326821,4.043861119,0.454660919
1.074200914,0.660692552,3.340020418,1.525343371,2.709069677,1.468493325
2.097613419,1.403422449,2.784461047,1.763915769,3.353222204,-0.474327731
0.408298516,2.436325937,3.086499733,0.145979025,3.107303111,0.695038246
1.372408371,0.762011373,4.16085243,0.817940172,1.578892555,1.168604717
1.645920436,1.672626949,2.901472032,1.852422242,2.421443104,-0.507984625
-0.59006165,1.907645487,3.454428273,0.098419348,3.458821171,0.609787827
0.52611648,0.525264042,3.209007746,1.104158342,2.085351332,1.676365254
1.514831259,1.578439254,1.709437031,1.460915255,2.718646218,-0.168467604
-0.360418565,2.596069059,1.648891746,0.472732642,2.660092667,0.862917337
0.747505376,0.964010149,2.723887665,1.296946486,2.289965091,1.309821723
